MilitaryLens | #Rusia menghadapi kerugian besar karena menyerang Ukraina di semua lini sejak awal invasi 24 februari sampai 26 Feb… https://t.co/zoWtsxQSdg | 0 | 1 | 1;
BastosUsamah | RT @NarasiNewsroom: Gambaran kondisi saat pesawat tempur Rusia berkeliling memberikan dukungan kepada pasukan Rusia yang mencoba menyeberan… | 0 | 87 | 0;
pointsgeekid | @Airbus A400M, pengangkut udara multi-peran paling canggih di dunia yang digunakan oleh pasukan militer di seluruh… https://t.co/eL0Dil6xPs | 0 | 0 | 0;
chen_chi_zung | RT @Mentimoen: Kapan terakhir serdadu Amerika bisa bertempur dalam kondisi seperti yg terjadi di Kiev? Mungkin waktu Perang Vietnam. Habis… | 0 | 108 | 0;
AnIndonesian | @AlloEfrat @HHIRA_ONE Bukan perang? Lha sudah melibatkan perangkat keras (drone, MRAP, EW Koral, pesawat tempur, dl… https://t.co/8gNvjS6bTa | 0 | 0 | 0;
Bibit_R | RT @Mentimoen: Berita sliweran terjadi, foto diberi caption berbeda. Misalnya, kantor berita Ukraina menyebarkan foto (kiri) apartment yg t… | 0 | 122 | 0;
GewElvatino | Bersyukur di negara tercinta Indonesia ini dengan segala kekurangan nya tiap sore bisa liat senja macam ini. Gak ad… https://t.co/rFHbAwpE9S | 0 | 0 | 1;
Akashi2105 | RT @Yuar301: Reports:  Wakil Kepala Kementerian Pertahanan Ukraina Anna Malyar menerbitkan kerugian tentara Rusia selama tiga hari :   Pesawa… | 0 | 1 | 0;
farhan56114344 | RT @NarasiNewsroom: Gambaran kondisi saat pesawat tempur Rusia berkeliling memberikan dukungan kepada pasukan Rusia yang mencoba menyeberan… | 0 | 87 | 0;
mikimontana | RT @Mentimoen: Kapan terakhir serdadu Amerika bisa bertempur dalam kondisi seperti yg terjadi di Kiev? Mungkin waktu Perang Vietnam. Habis… | 0 | 108 | 0;
"IOytes | RT @warriorReborn_: Ukraina satu2nya negara yg menjual senjata canggih &amp;  cetak biru ke ccp, Cina belajar banyak dr Ukraina. Ukraina juga m… | 0 | 3 | 0";
RendiRe04490277 | RT @PentolBakso16: Pesawat tempur Rusia jatuh pilot selamat . RUSIA VS UKRAINA https://t.co/K16xTfGc5b | 0 | 1 | 0;
abah_mukhtar | RT @twitpos: Di pangkalan udara di Ivano-Frankivsk, pesawat tempur Ukraina hancur akibat serangan Rusia. https://t.co/AeZBSGpE2T | 0 | 11 | 0;
tkwpcnfaksuh | @convomf Pilot pesawat jet tempur | 0 | 0 | 0;
Self_An | @jandakembang78 @evylagi Termasuk pesawat tempur Rusia Dan kapal perang yg menembakkan rudal ke suriah? | 0 | 0 | 0;
PentolBakso16 | Pesawat tempur Rusia jatuh pilot selamat . RUSIA VS UKRAINA https://t.co/K16xTfGc5b | 0 | 1 | 6;
yanri19 | RT @Mentimoen: Kapan terakhir serdadu Amerika bisa bertempur dalam kondisi seperti yg terjadi di Kiev? Mungkin waktu Perang Vietnam. Habis… | 0 | 108 | 0;
EliteInteligent | RT @twitpos: Di pangkalan udara di Ivano-Frankivsk, pesawat tempur Ukraina hancur akibat serangan Rusia. https://t.co/AeZBSGpE2T | 0 | 11 | 0;
Ibnxine | RT @twitpos: Di pangkalan udara di Ivano-Frankivsk, pesawat tempur Ukraina hancur akibat serangan Rusia. https://t.co/AeZBSGpE2T | 0 | 11 | 0;
Yuar301 | Reports:  Wakil Kepala Kementerian Pertahanan Ukraina Anna Malyar menerbitkan kerugian tentara Rusia selama tiga har… https://t.co/afzRn2f4BQ | 0 | 1 | 4;
Yuliant95452148 | RT @twitpos: Di pangkalan udara di Ivano-Frankivsk, pesawat tempur Ukraina hancur akibat serangan Rusia. https://t.co/AeZBSGpE2T | 0 | 11 | 0;
sopir_taxi | RT @Mentimoen: Kapan terakhir serdadu Amerika bisa bertempur dalam kondisi seperti yg terjadi di Kiev? Mungkin waktu Perang Vietnam. Habis… | 0 | 108 | 0;
Syamsud76579252 | RT @twitpos: Di pangkalan udara di Ivano-Frankivsk, pesawat tempur Ukraina hancur akibat serangan Rusia. https://t.co/AeZBSGpE2T | 0 | 11 | 0;
bdleonanda | RT @twitpos: Di pangkalan udara di Ivano-Frankivsk, pesawat tempur Ukraina hancur akibat serangan Rusia. https://t.co/AeZBSGpE2T | 0 | 11 | 0;
rafaleindo | RT @twitpos: Di pangkalan udara di Ivano-Frankivsk, pesawat tempur Ukraina hancur akibat serangan Rusia. https://t.co/AeZBSGpE2T | 0 | 11 | 0;
odhy__dhyo | RT @Mentimoen: Kapan terakhir serdadu Amerika bisa bertempur dalam kondisi seperti yg terjadi di Kiev? Mungkin waktu Perang Vietnam. Habis… | 0 | 108 | 0;
twitpos | Di pangkalan udara di Ivano-Frankivsk, pesawat tempur Ukraina hancur akibat serangan Rusia. https://t.co/AeZBSGpE2T | 0 | 11 | 38;
indoinsidenews | AS mengerahkan total enam pesawat tempur siluman ke pangkalan-pangkalan di Estonia, Lithuania dan Rumania setelah P… https://t.co/cXSmn4pZiw | 0 | 0 | 0;
Poposindoe | RT @Mentimoen: Kapan terakhir serdadu Amerika bisa bertempur dalam kondisi seperti yg terjadi di Kiev? Mungkin waktu Perang Vietnam. Habis… | 0 | 108 | 0;
_bje | Pesawat tempur tanpa awak buatan Turki, Bayraktar TB2, dipakai oleh Ukraina. | 0 | 0 | 1;
WartaViral | Pesawat Tempur Su-30 Rusia Ungguli Pesawat F-15 Amerika https://t.co/t1xHEUedXI lewat @Warta Viral | 0 | 0 | 0;
Tertulis | Morgan Super 3, Terinspirasi Pesawat Tempur https://t.co/4YLCMi6ybq | 0 | 0 | 0;
ZonaPriangan | Pilot Ukraina Dapat Julukan Ghost of Kiev, Jatuhkan 4 Pesawat Tempur Rusia Jenis MiG-29 Fulcrum https://t.co/XqhlyCZUUa | 0 | 0 | 0;
carakada | @detikcom Pesawatnya saja mungkin merk asal Rusia, agar jadi fitnah. Ukraina juga lumayan banyak menggunakan pesawat tempur merk asal Rusia. | 0 | 0 | 0;
urip_murup | RT @Mentimoen: Kapan terakhir serdadu Amerika bisa bertempur dalam kondisi seperti yg terjadi di Kiev? Mungkin waktu Perang Vietnam. Habis… | 0 | 108 | 0;
muhamma74947158 | SANGAT SAD1S !! PESAWAT TEMPUR RUSIA SERANG HABIS-HABISAN KYIV IBUKOTA UKRAINA - YouTube https://t.co/HNYhtbR7y5 * | 0 | 0 | 0;
rudysatt | RT @Mentimoen: Kapan terakhir serdadu Amerika bisa bertempur dalam kondisi seperti yg terjadi di Kiev? Mungkin waktu Perang Vietnam. Habis… | 0 | 108 | 0;
iyasuuu | RT @Mentimoen: Kapan terakhir serdadu Amerika bisa bertempur dalam kondisi seperti yg terjadi di Kiev? Mungkin waktu Perang Vietnam. Habis… | 0 | 108 | 0;
KemuningSore | RT @Mentimoen: Kapan terakhir serdadu Amerika bisa bertempur dalam kondisi seperti yg terjadi di Kiev? Mungkin waktu Perang Vietnam. Habis… | 0 | 108 | 0;
Theking3231Juan | RT @Mentimoen: Kapan terakhir serdadu Amerika bisa bertempur dalam kondisi seperti yg terjadi di Kiev? Mungkin waktu Perang Vietnam. Habis… | 0 | 108 | 0;
kirana_dns | RT @Mentimoen: Kapan terakhir serdadu Amerika bisa bertempur dalam kondisi seperti yg terjadi di Kiev? Mungkin waktu Perang Vietnam. Habis… | 0 | 108 | 0;
"BarunaBTGM | RT @warriorReborn_: Ukraina satu2nya negara yg menjual senjata canggih &amp;  cetak biru ke ccp, Cina belajar banyak dr Ukraina. Ukraina juga m… | 0 | 3 | 0";
"warriorReborn_ | Ukraina satu2nya negara yg menjual senjata canggih &amp;  cetak biru ke ccp, Cina belajar banyak dr Ukraina. Ukraina ju… https://t.co/SFfM2VEuLn | 0 | 3 | 15";
ryolandafit | RT @CNNIndonesia: #UPDATE   Setelah melancarkan 160 rudal dan serangan pesawat tempur ke Ukraina, pasukan Rusia merangsek ke selatan dari Be… | 0 | 20 | 0;
xiannzheng | Pertempuran Perlintasan Ciater adalah sebuah pertempuran yang berlangsung dari 5 hingga 7 Maret 1942 sebagai bagian… https://t.co/RXO9NMofBb | 0 | 0 | 0;
AzulZulian | @lala_ch1947 @HafidzAlattas Sekarang sdh tak bisa santuy karna gerombolan loe pada itu seuprit tapi bisingnya meleb… https://t.co/V0fHUhd36b | 0 | 0 | 0;
keyadilan | hasil dari serangan rudal di pangkalan udara di Ivano-Frankivsk    Pesawat tempur MiG-29 VZ dari Angkatan Bersenjata… https://t.co/8h2BtaM26E | 0 | 0 | 2;
sobat_ember | RT @Mentimoen: Kapan terakhir serdadu Amerika bisa bertempur dalam kondisi seperti yg terjadi di Kiev? Mungkin waktu Perang Vietnam. Habis… | 0 | 108 | 0;
